"Age" "Resident" "Attitude.Reduce.Bill" "Attitude.Environment" "Bedroom" "Education" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121"
"2777" 4 2 1 1 4 5 32.302 36.918 36.572 24.788 16.932 7.17 6.331 18.66 25.019 36.802 25.538 22.678 21.655 23.954 22.456 21.583 36.375 30.819 20.729 7.455 12.382 32.261 48.968 37.178 32.699 39.098 12.159 14.283 59.357 37.656 29.522 38.546 24.288 27.305 21.433 35.565 28.144 35.206 39.435 57.251 85.017 70.665 63.682 67.164 61.197 57.561 51.17 6.963 6.938 10.969 9.793 11.799 10.072 7.439 12.657 19.691 15.742 15.652 19.137 17.608 13.193 17.337 16.313 14.364 15.424 13.366 8.462 13.761 12.187 5.371 9.022 16.412 16.573 18.005 10.041 8.026 12.59 11.366 15.963 14.606 10.31 10.797 9.981 6.733 5.453 10.902 9.557 13.35 10.58 9.513 9.436 8.079 6.67 5.881 12.544 12.048 17.132 14.811 8.708 12.147 6.921 13.174 11.291 13.089 7.508 9.082 8.555 11.911 11.86 13.631 8.764 6.954 5.956 9.313 8.137 11.254 10.916 10.675 13.707 6.053 8.152
"2819" 6 2 1 1 3 3 12.546 5.442 11.343 7.219 7.43 10.445 2.953 3.671 6.341 8.74 2.384 8.896 20.802 19.612 12.678 12.279 9.678 13.24 11.807 34.67 23.68 9.177 3.007 1.649 5.157 3.984 9.371 16.815 7.453 7.332 17.036 10.949 3.916 27.718 5.277 10.507 13.249 17.886 3.896 11.172 2.522 4.517 14.317 16.145 9.838 17.104 7.872 18.686 17.944 18.096 18.293 17.181 17.308 17.167 17.188 17.101 17.311 17.164 17.16 17.209 17.215 17.189 17.161 16.231 16.3 16.286 16.332 16.275 18.93 16.592 16.636 16.565 16.533 16.621 16.575 16.64 16.562 16.583 16.576 16.628 16.569 16.567 16.558 16.581 16.663 16.521 16.574 16.555 16.471 16.589 16.567 16.527 16.52 16.611 16.573 16.543 16.621 16.479 16.886 16.844 16.908 16.848 16.87 16.972 16.891 16.852 16.964 16.861 16.96 16.889 16.863 16.969 16.927 16.914 20.235 16.99 16.379 16.492 16.922 16.81 16.937
"2844" 2 2 2 2 4 5 14.744 15.256 15.728 17.918 16.652 21.984 23.892 20.139 16.91 16.258 18.7 19.305 22.12 17.596 14.636 16.172 15.338 17.865 15.019 16.761 15.234 13.361 18.873 17.273 15.14 20.454 25.46 14.193 19.199 14.421 19.987 18.435 20.714 24.081 14.765 17.845 21.013 20.527 21.858 18.333 33.325 22.29 16.226 8.176 17.89 18.357 17.588 12.387 10.769 12.069 11.018 13.434 12.894 11.222 10.417 11.532 15.724 10.604 13.845 11.861 11.609 11.165 14.147 12.854 10.673 13.945 10.001 10.368 13.857 11.186 10.633 12.642 17.634 9.677 10.945 9.657 12.076 10.091 9.658 12.019 9.701 10.837 13.13 10.917 15.136 10.577 12.587 13.276 12.217 14.217 11.619 13.517 13.165 10.374 12.524 13.854 12.356 13.682 8.634 10.317 12.946 11.891 12.15 9.989 8.542 10.128 9.583 12.762 10.701 9.915 9.474 9.728 10.46 11.965 10.808 10.853 12.038 11.338 10.24 9.544 11.48
"2873" 4 2 1 1 3 5 13.836 14.754 12.448 13.859 20.236 15.348 16.22 13.656 14.154 15.249 16.711 13.591 14.428 21.026 17.687 20.194 23.846 18.933 21.035 18.643 18.282 18.921 18.274 20.053 17.77 18.006 13.599 16.349 14.512 17.19 17.241 18.385 19.672 17.575 19.612 19.718 18.587 19.397 19.068 22.99 25.492 28.044 26.412 22.519 23.71 19.111 13.149 14.62 16.236 14.502 13.862 15.944 14.704 15.849 15.869 14.594 15.27 15.281 20.267 16.964 15.668 12.204 14.728 13.531 11.825 12.783 12.773 13.599 12.112 15.818 16.762 15.788 15.311 12.821 13.998 14.696 16.102 16 15.559 13.068 12.868 12.612 12.683 13.587 15.267 14.518 14.254 16.398 15.945 14.635 15.014 13.822 13.327 12.969 13.947 13.451 12.719 14.057 15.876 13.982 15.507 12.91 12.345 12.965 12.904 13.191 12.288 13.726 13.201 14.468 13.803 14.122 14.606 11.731 11.984 12.393 13.499 12.717 12.732 13.368 12.437
"2927" 6 2 1 1 3 5 37.324 51.419 29.668 23.724 35.08 22.436 36.163 17.889 30.865 42.103 33.988 32.87 42.22 32.942 55.931 42.25 27.314 30.808 30.916 26.571 30.536 26.505 38.383 32.943 26.382 28.107 26.53 21.059 34.242 41.27 28.008 33.979 23.991 22.728 44.998 34.165 38.529 46.95 41.055 40.1 66.735 36.666 27.724 33.681 24.084 37.844 34.571 13.187 11.645 7.579 10.27 10.075 9.922 9.788 13.104 10.109 12.971 14.021 14.231 14.545 14.179 10.348 13.212 11.042 11.834 13.966 14.211 11.926 8.728 9.316 9.569 12.511 12.513 13.11 14.459 10.115 12.462 8.519 8.306 12.759 12.008 12.807 11.188 8.902 9.148 11.753 14.896 15.189 14.651 11.193 16.72 9.229 11.343 17.063 13.483 10.605 18.657 16.053 14.581 13.643 12.664 14.042 13.552 7.992 9.735 8.314 14.857 10.045 10.406 11.9 8.439 11.219 12.205 10.373 12.302 12.479 15.793 9.066 6.326 6.574 13.084
"3008" 4 3 1 1 5 4 28.036 50.815 32.435 27.27 27.416 31.729 42.97 40 60.615 27.534 23.861 28.906 34.991 37.472 43.353 49.507 33.31 30.378 33.117 23.843 32.69 30.239 48.051 32.118 32.827 25.006 22.738 38.474 30.987 48.229 28.711 20.82 32.046 52.917 63.091 87.346 60.614 45.33 58.194 76.09 79.624 81.926 55.221 47.123 65.839 80.052 73.555 43.068 43.048 38.824 33.085 25.601 19.541 19.664 18.5 22.485 27.141 21.302 24.857 20.028 19.768 20.366 21.33 23.108 17.163 27.292 22.329 19.2 19.564 19.941 27.438 23.603 17.974 17.192 20.43 19.963 19.613 15.68 14.862 18.77 15.536 15.606 15.644 22.006 28.261 22.369 20.75 14.887 14.64 14.708 19.211 18.865 18.743 20.656 16.703 15.078 17.041 19.872 19.487 20.575 16.653 16.037 18.985 20.95 21.184 27.557 19.606 14.932 16.589 17.014 15.51 15.909 14.921 17.335 17.71 22.52 22.723 17.613 15.09 16.631 22.675
"3043" 3 2 1 1 3 3 17.385 23.508 20.873 21.594 23.804 26.64 29.52 24.149 21.847 19.603 25.768 21.393 25.973 19.891 20.53 20.142 24.149 19.864 16.691 27.534 23.394 21.978 20.61 15.387 18.681 18.12 22.299 31.334 28.184 21.277 30.312 29.958 23.728 31.076 30.852 27.628 20.446 30.172 45.287 38.362 44.841 41.896 28.796 23.475 17.154 24.192 42.555 24.444 25.873 22.382 22.257 21.66 22.195 21.712 23.618 20.138 23.551 22.389 21.828 25.181 21.802 21.484 22.59 24.523 21.515 19.85 23.196 20.953 23.353 22.414 22.377 21.138 21.893 21.667 22.007 23.873 24.751 24.806 21.103 21.649 21.06 22.26 24.475 22.053 21.8 22.389 23.802 20.594 21.543 22.421 21.019 20.393 20.916 22.94 21.349 20.949 26.3 22.107 22.293 21.445 20.278 21.145 22.66 22.205 22.98 21.81 21.766 22.306 21.697 26.018 23.282 22.438 21.267 22.056 21.1 21.843 22.215 23.941 24.3 21.32 20.434
"3067" 5 2 1 1 5 5 36.152 50.49 53.941 44.404 44.702 55.118 40.875 47.185 45.532 47.309 56.407 43.341 43.422 62.005 51.698 34.715 40.645 50.029 59.496 58.748 59.097 52.37 45.555 48.981 39.012 52.077 46.075 43.668 43.302 55.91 50.032 49.637 46.963 62.659 64.326 43.627 53.028 47.999 58.617 74.748 67.845 56.384 64.218 55.581 45.621 44.154 70.132 36.839 40.168 42.852 37.294 31.909 28.331 38.626 41.485 36.913 31.284 29.594 36.906 31.86 32.538 35.923 42.354 38.408 35.664 39.622 37.787 31.573 34.516 29.721 30.171 33.158 29.135 36.816 38.293 26.698 32.131 33.238 39.493 31.781 35.978 40.572 32.153 40.01 32.778 29.102 35.08 35.13 29.424 35.763 36.721 29.066 30.86 29.872 38.748 33.393 39.454 30.159 28.295 34.118 34.257 34.111 33.325 33.109 32.175 35.907 38.95 33.855 33.797 35.507 35.117 36.62 29.652 34.989 31.805 33.737 30.49 34.92 33.83 31.082 31.09
"3070" 3 2 1 1 2 4 12.167 12.243 13.994 13.689 11.766 11.588 12.704 13.555 12.936 10.054 11.497 12.284 13.23 12.209 12.58 12.036 12.799 11.091 12.291 12.845 11.537 12.583 13.904 13.389 12.307 11.438 13.546 16.1 12.893 10.12 13.328 11.337 10.579 10.871 12.186 11.313 10.236 12.298 9.89 13.232 10.308 12.408 11.22 12.207 14.674 11.267 15.232 16.764 13.59 18.063 16.916 13.748 12.085 11.986 11.991 12.626 13.052 12.459 13.769 13.455 13.78 12.567 14.907 12.25 13.486 18.037 11.792 15.549 13.758 11.925 10.955 11.067 11.589 12.174 12.363 11.674 12.015 11.007 11.709 12.148 12.263 16.252 13.432 12.044 11.322 11.291 11.113 12.324 11.527 13.422 10.939 12.884 12.537 13.558 11.857 11.455 11.839 11.406 12.372 11.632 11.325 11.866 12.688 11.964 12.504 12.716 11.403 13.391 11.297 12.698 12.304 12.592 11.879 11.561 11.507 11.314 12.103 11.657 12.652 11.122 11.831
"3107" 6 2 1 1 3 4 30.966 32.301 28.98 35.446 27.297 36.411 37.209 27.056 31.65 27.864 32.944 29.104 33.259 25.552 35.975 39.676 43.523 35.704 29.896 33.022 37.148 39.24 41.337 43.073 40.874 41.205 37.651 38.764 36.824 31.198 32.471 29.262 33.542 29.364 39.769 30.883 32.961 42.825 41.013 31.222 48.514 41.479 41.305 33.979 41.607 34.603 36.196 28.117 33.507 29.408 28.227 28.756 29.478 26.082 28.175 29.85 29.528 29.699 27.798 30.786 30.08 28.163 33.807 30.069 28.715 28.009 28.495 25.934 29.374 27.474 28.68 30.732 30.552 27.3 24.595 28.266 28.585 28.468 28.95 28.724 29.779 28.263 25.791 29.021 28.704 31.022 29.753 31.371 32.463 31.871 33.424 31.178 29.199 29.261 31.028 31.344 30.672 32.343 34.156 35.306 35.884 31.198 27.231 27.076 26.158 26.397 26.662 26.694 27.843 26.03 28.065 30.532 25.371 26.722 31.239 28.907 27.837 26.797 27.218 24.923 27.382
"3110" 2 2 1 3 4 5 10.512 19.534 17.272 17.045 21.002 27.851 27.81 18.998 31.767 18.856 21.999 22.542 31.971 24.533 13.77 22.492 21.388 17.111 11.565 14.633 12.596 24.03 23.538 24.13 44.39 25.531 36.499 31.897 36.31 35.505 26.455 31.68 32.335 39.998 36.389 20.234 25.291 28.611 27.113 24.167 14.163 22.892 23.585 36.188 37.594 28.745 33.446 11.647 18.208 14.718 20.01 12.268 11.761 13.487 13.672 12.055 18.02 17.305 12.545 11.646 17.381 11.601 16.662 13.446 17.119 15.455 12.868 13.793 11.149 12.012 16.046 15.891 13.225 16.208 14.43 13.181 10.816 10.867 13.969 16.222 12.416 11.891 15.409 19.144 12.064 17.773 14.663 10.739 12.939 11.545 9.407 10.66 19.349 14.075 16.885 15.864 9.511 9.044 12.493 13.423 15.985 11.317 17.586 18.403 12.208 12.972 13.627 16.277 12.796 12.73 17.592 16.724 12.961 14.473 12.828 14.664 20.933 13.94 12.325 9.183 8.235
"3127" 6 4 1 1 4 4 15.186 30.486 26.463 18.462 18.034 16.655 28.559 23.59 22.155 19.811 23.929 25.909 31.269 32.167 28.528 23.462 29.821 21.458 18.269 23.008 21.929 25.203 39.335 23.845 17.042 25.781 25.393 26.707 21.906 16.46 21.872 11.02 21.296 33.126 15.517 25.55 27.341 21.9 38.823 44.651 23.464 33.194 27.337 21.987 30.973 14.592 23.115 28.45 28.869 38.578 31.691 33.685 31.324 30.558 26.208 31.853 32.755 33.844 28.788 29.687 35.546 26.777 31.742 27.728 35.043 28.156 25.557 34.165 31.985 38.002 32.917 32.579 30.195 24.42 26.359 36.625 28.172 28.608 34.532 34.859 28.445 35.559 25.322 31.058 29.302 30.115 28.772 30.247 28.744 30.832 37.354 27.486 27.11 30.663 27.391 30.848 26.643 24.334 25.472 31.884 29.406 31.428 37.193 27.287 31.176 32.679 30.586 32.156 37.739 26.981 33.935 27.575 34.531 33.002 27.64 27.213 27.281 31.741 31.218 28.611 28.722
"3143" 3 3 1 2 4 3 27.853 31.401 32.451 28.495 34.855 34.701 36.667 29.673 43.549 44.621 30.595 36.237 38.19 31.16 31.759 37.861 36.822 32.039 38.955 34.127 37.502 40.389 38.354 22.303 23.415 29.48 37.129 32.366 39.903 28.161 37.824 28.35 31.587 43.654 20.261 43.766 25.835 42.4 24.198 46.12 44.953 41.872 51.236 29.133 34.611 33.516 34.679 27.568 30.8 29.544 27.921 30.404 32.625 28.686 33.348 32.76 33.522 28.035 32.317 33.433 27.751 27.878 27.025 32.723 29.28 31.766 27.486 28.446 27.753 30.671 26.457 28.935 27.364 32.33 29.057 29.854 29.632 28.286 27.899 27.234 29.82 27.772 26.411 26.698 25.641 28.673 25.769 24.965 30.106 30.546 27.057 28.264 27.111 29.134 28.864 27.852 27.541 30.26 28.329 29.938 28.609 35.103 28.084 25.634 26.594 32.427 26.717 27.777 32.799 28.912 29.07 30.672 28.414 26.624 26.567 28.154 25.959 26.664 29.431 26.005 29.334
"3236" 5 2 1 1 5 5 36.124 23.275 25.462 30.856 21.21 33.944 45.309 42.153 38.737 44.961 36.885 38.437 29.964 40.378 30.791 33.543 23.527 22.507 43.742 37.483 35.241 33.711 36.185 29.758 18.273 36.329 35.749 27.132 26.241 44.057 32.169 33.916 24.024 38.123 27.306 24.188 39.832 32.884 39.157 33.401 33.528 39.676 29.02 27.453 29.359 29.038 32.029 20.766 25.25 21.99 21.126 25.227 28.318 25.608 32.172 31.575 26.269 25.107 22.983 21.717 21.515 21.438 19.544 21.882 22.648 18.911 24.175 23.371 25.149 19.664 21.939 19.385 19.891 21.97 22.548 22.305 19.253 24.847 28.475 22.388 23.407 19.439 22.821 20.401 25.372 19.201 20.12 23.016 21.425 20.075 21.094 23.278 21.367 19.126 21.095 22.594 35.242 22.641 27.28 22.043 21.175 25.166 23.261 21.061 22.616 28.243 19.962 22.719 23.473 21.441 27.815 25.385 22.179 19.504 19.19 20.134 19.7 20.011 22.993 23.216 22.518
"3247" 6 4 2 2 3 2 25.46 26.248 28.17 27.362 27.161 39.305 24.861 31.569 28.407 26.726 25.917 28.631 31.264 30.673 29.105 24.296 28.688 20.646 30.998 34.923 26.183 27.474 25.922 28.781 21.339 26.751 34.403 27.484 35.932 25.767 22.323 22.814 24.914 37.631 22.643 27.365 27.395 24.524 21.485 39.36 47.453 36.958 26.893 40.378 23.06 23.81 27.401 28.501 18.821 20.891 22.634 22.65 23.033 20.53 22.865 20.551 23.442 22.703 22.016 23.706 21.413 23.198 18.344 16.941 23.167 21.091 25.68 23.014 24.951 17.566 25 22.903 20.326 20.463 19.858 19.967 18.866 23.024 23.646 19.387 26.371 21.951 22.741 21.791 23.792 23.133 26.869 20.993 22.593 24.14 20.189 21.248 24.048 23.567 20.256 22.146 19.723 21.986 23.26 24.507 21.34 26.603 22.909 21.542 19.213 22.428 19.682 21.459 21.124 20.877 20.149 21.682 21.003 21.709 19.038 18.305 24.172 21.082 18.7 21.12 19.794
"3261" 3 2 2 1 4 2 31.165 40.036 28.58 34.364 30.822 13.764 37.461 46.611 40.772 40.933 36.683 25.3 35.07 34.797 35.582 47.208 47.309 37.244 29.976 30.014 25.002 38.319 39.396 43.924 31.256 39.898 50.063 29.677 26.091 36.866 38.453 27.376 45.589 51.13 26.437 37.811 46.822 27.551 37.837 51.387 51.873 20.755 10.412 10.894 12.185 11.785 10.452 11.288 11.109 16.228 20.431 20.908 19.753 22.904 19.211 22.98 23.076 14.841 19.994 20.721 24.659 18.112 11.761 12.82 19.212 18.974 19.342 12.113 26.719 12.524 13.078 22.816 22.312 14.03 15.054 17.826 23.758 20.037 21.28 14.778 19.916 22.47 15.738 12.763 13.569 18.525 17.537 21.53 19.525 12.914 10.964 12.676 22.041 16.392 21.229 18.331 12.732 10.705 17.564 16.238 20.025 18.71 20.62 12.681 20.075 12.056 22.835 18.723 19.343 20.689 24.507 14.128 18.617 23.189 20.299 21.208 20.291 19.425 9.988 12.749 17.64
"3304" 4 4 1 3 4 5 38.335 46.342 44.674 51.105 48.193 54.441 38.055 31.111 39.463 60.284 49.458 59.772 44.847 46.804 30.393 55.123 63.318 50.321 53.077 51.616 42.875 39.647 37.705 39.81 45.576 44.873 60.595 40.951 44.011 42.416 61.99 66.786 56.723 50.846 48.965 48.628 52.963 63.848 54.044 40.691 90.097 56.007 60.142 53.294 59.39 24.812 42.965 22.511 29.191 22.373 28.114 26.526 32.47 33.626 27.095 32.385 35.46 33.19 30.946 25.236 28.73 28.804 28.001 18.891 26.226 32.293 24.203 32.48 30.899 23.803 20.935 33.107 35.789 27.706 31.867 29.74 30.507 20.556 33.452 30.092 28.954 27.623 36.52 27.816 23.289 27.139 33.939 29.03 32.588 31.29 31.336 26.95 30.877 30.874 23.57 30.936 32.944 37.924 21.533 27.212 29.254 28.146 38.522 34.748 28.311 22.412 30.248 31.061 27.908 29.005 29.713 27.687 28.509 30.517 35.991 27.381 28.556 24.365 26.577 21.611 36.816
"3306" 6 2 2 1 3 2 15.124 16.321 12.681 13.428 17.168 15.898 17.833 21.473 15.639 17.043 13.85 19.572 27.078 23.271 23.801 29.513 23.25 25.435 24.451 18.374 23.654 22.905 26.22 23.306 21.8 16.532 15.465 18.791 14.774 18.857 24.293 23.145 19.282 14.742 16.612 17.914 21.249 28.28 21.039 22.064 7.697 5.227 6.986 12.027 18.074 14.28 11.212 8.912 11.206 11.105 10.759 10.103 11.417 10.434 11.428 12.327 12.47 14.354 12.338 11.41 11.379 12.604 11.535 12.334 12.169 12.196 10.468 10.825 10.171 13.433 13.141 12.987 12.014 12.874 11.213 11.354 12.736 11.878 14.714 10.544 10.73 12.01 10.548 11.887 12.297 10.912 11.195 12.326 11.889 11.044 11.155 10.69 10.291 13.229 9.999 11.29 9.963 12.741 11.691 10.998 10.818 9.535 10.505 10.69 10.899 10.427 12.777 10.702 9.041 13.703 10.644 11.006 10.24 11.988 10.68 8.939 7.412 8.823 11.794 10.728 9.487
"3318" 6 2 1 1 5 3 69.934 56.376 70.845 68.872 63.239 59.431 81.612 50.237 66.991 55.169 71.861 60.408 71.07 68.265 73.374 74.731 80.518 72.151 76.375 64.357 81.935 60.849 77.588 71.908 68.118 72.037 64.461 71.795 68.717 63.3 62.112 62.51 69.186 78.245 81.49 58.166 73.512 81.227 76.592 99.088 84.462 86.923 69.801 59.067 68.306 44.831 71.339 55.518 54.15 54.751 56.237 56.505 54.764 54.345 58.849 53.7 55.65 50.892 50.605 51.009 50.894 55.512 55.714 51.624 54.055 53.765 53.876 54.359 58.301 56.328 52.393 52.875 57.2 57.008 55.852 58.271 58.784 61.367 60.664 50.187 50.368 58.143 57.118 55.189 57.725 58.962 58.527 59.826 57.758 58.023 58.192 58.152 57.644 55.698 60.469 59.242 61.737 60.806 50.248 58.889 59.288 54.942 57.184 59.139 57.567 46.836 56.177 57.068 51.371 52.442 56.564 51.387 50.567 53.2 59.387 55.766 58.023 51.199 53.092 51.131 54.667
"3324" 3 2 2 2 3 4 16.223 20.811 11.458 15.463 12.433 15.857 31.734 15.196 20.399 13.195 17.432 11.235 18.133 27.017 12.002 23.448 18.266 18.613 20.523 13.918 23.605 24.188 16.134 14.888 19.943 20.479 14.048 26.804 30.649 10.212 15.694 19.071 13.451 18.066 22.666 17.917 19.353 41.661 53.353 62.662 46.152 49.366 25.905 50.836 54.611 23.048 34.47 43.33 23.888 19.983 11.073 13.105 25.909 17.764 14.378 13.861 20.79 16.924 19.949 17.611 14.093 15.959 21.211 19.568 8.905 13.707 8.729 16.527 22.109 17.917 27.186 16.539 16.621 10.964 14.714 20.599 24.804 15.201 18.499 27.03 11.16 14.488 22.255 12.473 22.354 12.41 11.842 10.94 17.132 10.994 15.573 12.104 18.449 12.032 12.051 20.018 25.216 45.992 20.775 20.631 13.781 16.515 13.609 12.018 20.983 11.562 20.191 16.33 12.234 12.558 38.702 12.616 19.364 10.309 10.077 12.268 40.208 11.278 26.944 13.897 17.594
"3374" 4 4 1 1 5 5 32.781 35.867 38.868 29.534 34.821 41.203 41.967 40.847 36.321 32.287 34.76 29.887 39.758 43.601 36.995 36.735 41.327 44.022 43.293 48.044 42.622 42.408 43.154 40.082 43.56 39.842 35.16 42.401 39.788 35.687 37.427 43.377 42.774 51.919 48.011 48.629 53.819 63.311 61.143 63.337 90.976 57.158 41.361 38.422 42.632 43.954 45.813 32.423 37.941 30.314 34.278 36.562 35.778 41.318 32.001 32.999 33.989 34.152 32.123 30.682 30.78 30.913 32.643 33.977 35.752 30.576 34.131 34.598 33.842 32.233 32.427 32.165 30.885 32.591 34.385 32.762 32.302 29.202 35.966 29.356 29.722 34.799 29.802 31.164 38.182 34.762 31.166 32.306 33.614 32.49 31.968 28.824 30.604 28.24 29.798 35.009 31.27 29.497 28.993 36.115 31.988 30.29 36.383 28.605 27.924 31.648 29.676 29.987 28.031 29.353 32.572 29.52 28.98 33.882 31.185 32.682 33.049 27.488 30.042 36.07 31.459
"3381" 4 2 1 1 3 4 17.564 16.505 19.695 18.717 19.007 15.249 27.545 18.019 18.69 18.754 22.703 18.237 21.106 17.63 18.982 18.248 16.89 20.762 27.086 24.754 17.447 27.243 23.814 16.427 19.804 22.96 23.418 19.47 25.508 17.372 18.641 27.859 26.651 31.907 29.166 22.651 34.454 22.101 26.001 52.804 61.399 59.035 59.114 29.112 19.611 28.262 26.725 16.343 18.541 15.253 16.979 18.478 15.434 14.85 14.791 15.934 16.678 14.698 14.934 18.081 15.129 15.884 16.563 15.203 16.625 13.644 16.138 16.089 16.555 17.641 19.675 17.02 16.671 14.45 15.727 17.391 16.368 14.593 15.566 15.738 15.711 15.891 16.72 13.815 16.132 16.668 16.049 15.562 15.64 14.989 16.138 15.832 16.837 13.357 17.039 17.398 16.965 15.393 14.776 15.575 16.505 16.981 17.908 15.88 13.52 18.935 15.397 15.212 18.314 14.291 14.7 15.482 15.42 13.409 13.383 15.378 14.608 16.786 16.83 14.617 15.379
"3478" 4 5 1 2 4 4 32.202 30.728 48.673 34.503 54.417 48.181 45.672 30.395 30.586 28.729 41.376 51.127 51.788 44.226 32.635 29.418 32.272 28.487 43.344 43.903 50.491 34.449 43.507 39.144 51.854 27.763 19.407 16.879 24.886 40.818 50.183 37.278 28.27 63.622 41.898 40.988 42.337 34.422 68.055 61.777 60.637 33.044 35.968 55.63 46.293 56.046 53.712 32.337 39.772 34.103 36.458 37.073 31.669 30.2 36.3 29.139 29.128 32.344 40.433 30.041 43.435 36.32 30.768 29.868 29.841 38.181 36.782 37.067 35.679 24.254 38.292 32.771 32.859 34.661 32.243 32.838 33.932 31.52 36.021 34.355 30.204 30.959 36.685 37.021 32.939 31.04 31.543 34.504 36.044 32.691 25.458 28.174 32.637 34.997 34.458 35.457 31.032 21.873 28.004 32.842 34.22 30.485 26.723 30.873 26.74 26.684 28.269 32.895 36.437 32.284 43.597 32.243 34.648 34.819 35.887 28.333 31.956 33.524 28.36 28.239 29.553
"3489" 2 2 1 1 3 3 15.756 16.884 9.006 19.851 16.04 26.079 24.083 19.628 18.887 14.974 15.724 19.472 29.025 22.48 17.336 13.14 13.136 9.384 14.697 15.082 23.615 13.448 9.578 21.102 21.708 10.663 17.419 27.77 37.188 19.342 15.95 11.573 24.805 27.716 27.142 26.676 23.165 25.872 23.81 26.587 14.939 18.778 25.922 22.011 28.793 17.762 21.829 15.572 21.159 17.249 18.74 15.093 17.587 14.344 20.106 17.812 20.477 14.676 16.581 13.326 16.337 13.374 15.457 13.845 13.909 14.596 17.901 13.643 18.371 17.177 17.258 17.98 14.591 15.813 14.287 20.02 20.946 21.692 16.008 13.946 14.565 14.667 14.213 14.491 14.596 14.943 12.806 14.931 14.382 14.909 17.811 17.22 12.961 18.156 14.72 14.641 14.021 14.511 16.585 15.306 15.041 12.914 12.87 18.33 22.776 19.658 14.418 13.964 13.163 12.783 14.485 22.009 16.436 14.049 15.517 14.23 14.159 14.932 18.741 17.28 16.377
"3509" 5 3 1 1 3 4 19.244 15.651 19.713 18.025 22.758 27.727 21.644 22.545 18.033 26.336 9.108 8.796 13.188 11.576 6.32 12.292 18.065 17.858 17.268 12.881 17.637 17.727 13.937 19.143 20.012 24.974 20.41 22.969 13.775 20.477 12.292 16.793 21.773 25.363 17.689 18.159 25.362 24.651 17.019 27.784 12.631 30.58 18.253 24.58 23.68 10.45 27.197 18.234 15.902 18.329 17.962 15.583 18.25 24.097 15.958 17.486 19.096 19.258 16.482 17.012 14.503 20.179 16.642 16.463 18.146 15.304 14.896 14.23 14.414 16.075 17.108 14.947 17.573 17.644 14.526 21.473 15.731 17.282 15.33 18.469 13.894 16.384 15.755 20.694 19.496 14.387 16.95 14.396 14.84 18.347 16.057 18.219 14.851 13.898 15.103 14.653 14.874 18.539 14.878 18.805 15.315 16.021 15.909 18.635 13.533 15.835 18.009 14.866 14.602 15.181 20.136 15.79 15.487 17.586 14.217 14.321 12.489 12.625 12.59 12.684 12.618
"3511" 5 2 1 1 4 2 32.502 27.127 30.81 22.909 25.741 19.455 30.339 22.045 31.378 25.288 29.125 15.857 12.575 21.952 22.208 25.134 25.597 29.023 19.611 22.28 26.9 24.522 25.81 33.119 31.046 31.626 20.826 26.636 19.679 29.072 28.677 35.933 30.087 16.832 33.056 41.971 34.236 32.831 22.68 38.113 25.906 31.086 30.837 23.82 33.891 29.616 30.059 30.462 25.168 24.998 27.334 28.952 29.047 23.137 21.29 21.743 21.877 26.802 26.136 28.123 27.023 23.64 25.947 26.888 26.854 29.687 25.423 27.192 24.039 29.501 31.769 25.137 31.281 27.002 29.369 26.882 26.589 28.289 25.836 26.014 23.985 23.908 27.833 29.073 30.682 25.432 27.074 26.726 28.06 26.288 24.369 28.506 22.688 26.895 23.361 28.197 24.049 25.163 25.721 24.265 26.357 26.287 25.461 28.333 27.862 27.5 22.762 24.152 32.092 25.857 27.217 27.449 24.155 26.943 24.327 24.777 24.409 24.115 26.317 21.914 24.981
